from_country,to_country,neighboring,from_country_region,to_country_region,same_region,mean,count
Bulgaria,Croatia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.625,10
Bulgaria,Cyprus,0,Central and Eastern Europe,Southern Europe,0,4.6,10
Bulgaria,Czech Republic,0,Central and Eastern Europe,Central and Eastern Europe,1,1.05,5
Bulgaria,Denmark,0,Central and Eastern Europe,Northern Europe,0,1.2083333333333333,12
Bulgaria,Estonia,0,Central and Eastern Europe,Northern Europe,0,0.6666666666666666,9
Bulgaria,Finland,0,Central and Eastern Europe,Northern Europe,0,1.0,8
Bulgaria,France,0,Central and Eastern Europe,Western Europe,0,0.7083333333333334,12
Bulgaria,Georgia,0,Central and Eastern Europe,Central and Eastern Europe,1,2.5,7
Bulgaria,Germany,0,Central and Eastern Europe,Western Europe,0,1.5,12
Bulgaria,Greece,1,Central and Eastern Europe,Southern Europe,0,8.909090909090908,11
Bulgaria,Hungary,0,Central and Eastern Europe,Central and Eastern Europe,1,2.2222222222222223,9
Bulgaria,Iceland,0,Central and Eastern Europe,Northern Europe,0,0.55,10
Bulgaria,Ireland,0,Central and Eastern Europe,Western Europe,0,0.675,10
Bulgaria,Israel,0,Central and Eastern Europe,Non-European,0,2.477272727272727,11
Bulgaria,Italy,0,Central and Eastern Europe,Southern Europe,0,0.5,6
Bulgaria,Latvia,0,Central and Eastern Europe,Northern Europe,0,0.07142857142857142,7
Bulgaria,Lithuania,0,Central and Eastern Europe,Northern Europe,0,1.3125,12
Bulgaria,Malta,0,Central and Eastern Europe,Southern Europe,0,1.6111111111111112,9
Bulgaria,Moldova,0,Central and Eastern Europe,Central and Eastern Europe,1,2.15,10
Bulgaria,Netherlands,0,Central and Eastern Europe,Western Europe,0,1.075,10
Bulgaria,North Macedonia,1,Central and Eastern Europe,Central and Eastern Europe,1,6.636363636363637,11
Bulgaria,Norway,0,Central and Eastern Europe,Northern Europe,0,1.0909090909090908,11
Bulgaria,Poland,0,Central and Eastern Europe,Central and Eastern Europe,1,1.0833333333333333,6
Bulgaria,Portugal,0,Central and Eastern Europe,Southern Europe,0,0.7777777777777778,9
Bulgaria,Romania,1,Central and Eastern Europe,Central and Eastern Europe,1,2.4,10
Bulgaria,Russia,0,Central and Eastern Europe,Central and Eastern Europe,1,4.7,10
Bulgaria,Serbia,1,Central and Eastern Europe,Central and Eastern Europe,1,4.0,9
Bulgaria,Slovenia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.875,8
Bulgaria,Spain,0,Central and Eastern Europe,Southern Europe,0,0.5833333333333334,12
Bulgaria,Sweden,0,Central and Eastern Europe,Northern Europe,0,1.625,12
Bulgaria,Switzerland,0,Central and Eastern Europe,Western Europe,0,0.5454545454545454,11
Bulgaria,Türkiye,1,Central and Eastern Europe,Southern Europe,0,7.5,7
Bulgaria,Ukraine,0,Central and Eastern Europe,Central and Eastern Europe,1,4.125,12
Bulgaria,United Kingdom,0,Central and Eastern Europe,Western Europe,0,1.5833333333333333,12
Croatia,Albania,0,Central and Eastern Europe,Central and Eastern Europe,1,5.4772727272727275,11
Croatia,Andorra,0,Central and Eastern Europe,Western Europe,0,0.5,4
Croatia,Armenia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.3181818181818182,11
Croatia,Australia,0,Central and Eastern Europe,Non-European,0,2.875,4
Croatia,Austria,0,Central and Eastern Europe,Western Europe,0,1.625,12
Croatia,Azerbaijan,0,Central and Eastern Europe,Central and Eastern Europe,1,4.025,10
Croatia,Belarus,0,Central and Eastern Europe,Central and Eastern Europe,1,0.5227272727272727,11
Croatia,Belgium,0,Central and Eastern Europe,Western Europe,0,0.375,12
Croatia,Bulgaria,0,Central and Eastern Europe,Central and Eastern Europe,1,2.111111111111111,9
Croatia,Cyprus,0,Central and Eastern Europe,Southern Europe,0,2.171875,16
Croatia,Czech Republic,0,Central and Eastern Europe,Central and Eastern Europe,1,4.05,5
Croatia,Denmark,0,Central and Eastern Europe,Northern Europe,0,2.28125,16
Croatia,Estonia,0,Central and Eastern Europe,Northern Europe,0,1.25,16
Croatia,Finland,0,Central and Eastern Europe,Northern Europe,0,1.125,12
Croatia,France,0,Central and Eastern Europe,Western Europe,0,1.4444444444444444,18
Croatia,Georgia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.1428571428571428,7
Croatia,Germany,0,Central and Eastern Europe,Western Europe,0,0.8611111111111112,18
Croatia,Greece,0,Central and Eastern Europe,Southern Europe,0,2.323529411764706,17
Croatia,Hungary,1,Central and Eastern Europe,Central and Eastern Europe,1,3.7,10
Croatia,Iceland,0,Central and Eastern Europe,Northern Europe,0,0.6875,16
Croatia,Ireland,0,Central and Eastern Europe,Western Europe,0,1.7666666666666666,15
Croatia,Israel,0,Central and Eastern Europe,Non-European,0,0.9666666666666667,15
Croatia,Italy,0,Central and Eastern Europe,Southern Europe,0,4.571428571428571,7
Croatia,Latvia,0,Central and Eastern Europe,Northern Europe,0,1.375,12
Croatia,Lithuania,0,Central and Eastern Europe,Northern Europe,0,0.90625,16
Croatia,Malta,0,Central and Eastern Europe,Southern Europe,0,2.53125,16
Croatia,Moldova,0,Central and Eastern Europe,Central and Eastern Europe,1,1.25,12
Croatia,Monaco,0,Central and Eastern Europe,Western Europe,0,0.0,3
Croatia,Montenegro,1,Central and Eastern Europe,Central and Eastern Europe,1,4.666666666666667,3
Croatia,Netherlands,0,Central and Eastern Europe,Western Europe,0,1.25,15
Croatia,North Macedonia,0,Central and Eastern Europe,Central and Eastern Europe,1,7.295454545454546,11
Croatia,Norway,0,Central and Eastern Europe,Northern Europe,0,1.234375,16
Croatia,Poland,0,Central and Eastern Europe,Central and Eastern Europe,1,0.36363636363636365,11
Croatia,Portugal,0,Central and Eastern Europe,Southern Europe,0,1.3076923076923077,13
Croatia,Romania,0,Central and Eastern Europe,Central and Eastern Europe,1,1.1166666666666667,15
Croatia,Russia,0,Central and Eastern Europe,Central and Eastern Europe,1,3.9375,16
Croatia,San Marino,0,Central and Eastern Europe,Southern Europe,0,0.5,4
Croatia,Serbia,1,Central and Eastern Europe,Central and Eastern Europe,1,9.76923076923077,13
Croatia,Slovenia,1,Central and Eastern Europe,Central and Eastern Europe,1,6.785714285714286,14
Croatia,Spain,0,Central and Eastern Europe,Southern Europe,0,0.7222222222222222,18
Croatia,Sweden,0,Central and Eastern Europe,Northern Europe,0,1.8194444444444444,18
Croatia,Switzerland,0,Central and Eastern Europe,Western Europe,0,1.8333333333333333,12
Croatia,Türkiye,0,Central and Eastern Europe,Southern Europe,0,2.769230769230769,13
Croatia,Ukraine,0,Central and Eastern Europe,Central and Eastern Europe,1,3.2857142857142856,14
Croatia,United Kingdom,0,Central and Eastern Europe,Western Europe,0,0.7222222222222222,18
Cyprus,Albania,0,Southern Europe,Central and Eastern Europe,0,1.0625,12
Cyprus,Andorra,0,Southern Europe,Western Europe,0,0.0,4
Cyprus,Armenia,0,Southern Europe,Central and Eastern Europe,0,5.675,10
Cyprus,Australia,0,Southern Europe,Non-European,0,3.25,5
Cyprus,Austria,0,Southern Europe,Western Europe,0,0.9038461538461539,13
Cyprus,Azerbaijan,0,Southern Europe,Central and Eastern Europe,0,5.795454545454546,11
Cyprus,Belarus,0,Southern Europe,Central and Eastern Europe,0,2.5454545454545454,11
Cyprus,Belgium,0,Southern Europe,Western Europe,0,1.46875,16
Cyprus,Bulgaria,0,Southern Europe,Central and Eastern Europe,0,8.722222222222221,9
Cyprus,Croatia,0,Southern Europe,Central and Eastern Europe,0,1.0892857142857142,14
Cyprus,Czech Republic,0,Southern Europe,Central and Eastern Europe,0,1.1071428571428572,7
Cyprus,Denmark,0,Southern Europe,Northern Europe,0,1.9666666666666666,15
Cyprus,Estonia,0,Southern Europe,Northern Europe,0,1.1833333333333333,15
Cyprus,Finland,0,Southern Europe,Northern Europe,0,1.1666666666666667,15
Cyprus,France,0,Southern Europe,Western Europe,0,1.4166666666666667,18
Cyprus,Georgia,0,Southern Europe,Central and Eastern Europe,0,3.1666666666666665,9
Cyprus,Germany,0,Southern Europe,Western Europe,0,0.3055555555555556,18
Cyprus,Greece,0,Southern Europe,Southern Europe,1,11.5,17
Cyprus,Hungary,0,Southern Europe,Central and Eastern Europe,0,1.5,12
Cyprus,Iceland,0,Southern Europe,Northern Europe,0,1.0441176470588236,17
Cyprus,Ireland,0,Southern Europe,Western Europe,0,1.6153846153846154,13
Cyprus,Israel,0,Southern Europe,Non-European,0,1.9411764705882353,17
Cyprus,Italy,0,Southern Europe,Southern Europe,1,5.875,8
Cyprus,Latvia,0,Southern Europe,Northern Europe,0,1.0357142857142858,14
Cyprus,Lithuania,0,Southern Europe,Northern Europe,0,1.5892857142857142,14
Cyprus,Malta,0,Southern Europe,Southern Europe,1,2.517857142857143,14
Cyprus,Moldova,0,Southern Europe,Central and Eastern Europe,0,2.340909090909091,11
Cyprus,Monaco,0,Southern Europe,Western Europe,0,1.3333333333333333,3
Cyprus,Montenegro,0,Southern Europe,Central and Eastern Europe,0,0.42857142857142855,7
Cyprus,Netherlands,0,Southern Europe,Western Europe,0,1.2142857142857142,14
Cyprus,North Macedonia,0,Southern Europe,Central and Eastern Europe,0,0.45454545454545453,11
Cyprus,Norway,0,Southern Europe,Northern Europe,0,1.5666666666666667,15
Cyprus,Poland,0,Southern Europe,Central and Eastern Europe,0,0.8409090909090909,11
Cyprus,Portugal,0,Southern Europe,Southern Europe,1,0.9791666666666666,12
Cyprus,Romania,0,Southern Europe,Central and Eastern Europe,0,4.3,15
Cyprus,Russia,0,Southern Europe,Central and Eastern Europe,0,6.59375,16
Cyprus,San Marino,0,Southern Europe,Southern Europe,1,0.625,4
Cyprus,Serbia,0,Southern Europe,Central and Eastern Europe,0,4.096153846153846,13
Cyprus,Slovenia,0,Southern Europe,Central and Eastern Europe,0,0.6607142857142857,14
Cyprus,Spain,0,Southern Europe,Southern Europe,1,2.638888888888889,18
Cyprus,Sweden,0,Southern Europe,Northern Europe,0,3.4722222222222223,18
Cyprus,Switzerland,0,Southern Europe,Western Europe,0,1.7307692307692308,13
Cyprus,Türkiye,0,Southern Europe,Southern Europe,1,1.0909090909090908,11
Cyprus,Ukraine,0,Southern Europe,Central and Eastern Europe,0,4.107142857142857,14
Cyprus,United Kingdom,0,Southern Europe,Western Europe,0,1.25,18
Czech Republic,Albania,0,Central and Eastern Europe,Central and Eastern Europe,1,0.5714285714285714,7
Czech Republic,Armenia,0,Central and Eastern Europe,Central and Eastern Europe,1,7.107142857142857,7
Czech Republic,Australia,0,Central and Eastern Europe,Non-European,0,2.1,5
Czech Republic,Austria,1,Central and Eastern Europe,Western Europe,0,1.7,5
Czech Republic,Azerbaijan,0,Central and Eastern Europe,Central and Eastern Europe,1,8.321428571428571,7
Czech Republic,Belarus,0,Central and Eastern Europe,Central and Eastern Europe,1,1.4583333333333333,6
Czech Republic,Belgium,0,Central and Eastern Europe,Western Europe,0,2.392857142857143,7
Czech Republic,Bulgaria,0,Central and Eastern Europe,Central and Eastern Europe,1,4.083333333333333,6
Czech Republic,Croatia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.9166666666666666,6
Czech Republic,Cyprus,0,Central and Eastern Europe,Southern Europe,0,1.4285714285714286,7
Czech Republic,Denmark,0,Central and Eastern Europe,Northern Europe,0,2.25,6
Czech Republic,Estonia,0,Central and Eastern Europe,Northern Europe,0,0.8333333333333334,6
Czech Republic,Finland,0,Central and Eastern Europe,Northern Europe,0,0.9285714285714286,7
Czech Republic,France,0,Central and Eastern Europe,Western Europe,0,0.4375,8
Czech Republic,Georgia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.8333333333333333,6
Czech Republic,Germany,1,Central and Eastern Europe,Western Europe,0,0.1875,8
Czech Republic,Greece,0,Central and Eastern Europe,Southern Europe,0,1.15625,8
Czech Republic,Hungary,0,Central and Eastern Europe,Central and Eastern Europe,1,2.392857142857143,7
Czech Republic,Iceland,0,Central and Eastern Europe,Northern Europe,0,1.875,8
Czech Republic,Ireland,0,Central and Eastern Europe,Western Europe,0,3.8333333333333335,3
Czech Republic,Israel,0,Central and Eastern Europe,Non-European,0,2.5,8
Czech Republic,Italy,0,Central and Eastern Europe,Southern Europe,0,2.7,5
Czech Republic,Latvia,0,Central and Eastern Europe,Northern Europe,0,2.5,5
Czech Republic,Lithuania,0,Central and Eastern Europe,Northern Europe,0,0.5,6
Czech Republic,Malta,0,Central and Eastern Europe,Southern Europe,0,3.125,6
Czech Republic,Moldova,0,Central and Eastern Europe,Central and Eastern Europe,1,1.8,5
Czech Republic,Montenegro,0,Central and Eastern Europe,Central and Eastern Europe,1,0.6666666666666666,6
Czech Republic,Netherlands,0,Central and Eastern Europe,Western Europe,0,2.8,5
Czech Republic,North Macedonia,0,Central and Eastern Europe,Central and Eastern Europe,1,3.2,5
Czech Republic,Norway,0,Central and Eastern Europe,Northern Europe,0,1.6428571428571428,7
Czech Republic,Poland,1,Central and Eastern Europe,Central and Eastern Europe,1,2.4583333333333335,6
Czech Republic,Portugal,0,Central and Eastern Europe,Southern Europe,0,2.642857142857143,7
Czech Republic,Romania,0,Central and Eastern Europe,Central and Eastern Europe,1,0.6,5
Czech Republic,Russia,0,Central and Eastern Europe,Central and Eastern Europe,1,6.583333333333333,6
Czech Republic,San Marino,0,Central and Eastern Europe,Southern Europe,0,1.0,3
Czech Republic,Serbia,0,Central and Eastern Europe,Central and Eastern Europe,1,3.5833333333333335,6
Czech Republic,Slovenia,0,Central and Eastern Europe,Central and Eastern Europe,1,2.85,5
Czech Republic,Spain,0,Central and Eastern Europe,Southern Europe,0,0.0,8
Czech Republic,Sweden,0,Central and Eastern Europe,Northern Europe,0,4.59375,8
Czech Republic,Switzerland,0,Central and Eastern Europe,Western Europe,0,0.9166666666666666,6
Czech Republic,Türkiye,0,Central and Eastern Europe,Southern Europe,0,1.1666666666666667,3
Czech Republic,Ukraine,0,Central and Eastern Europe,Central and Eastern Europe,1,7.083333333333333,6
Czech Republic,United Kingdom,0,Central and Eastern Europe,Western Europe,0,1.3125,8
Denmark,Albania,0,Northern Europe,Central and Eastern Europe,0,1.2692307692307692,13
Denmark,Andorra,0,Northern Europe,Western Europe,0,0.0,4
Denmark,Armenia,0,Northern Europe,Central and Eastern Europe,0,0.36363636363636365,11
Denmark,Australia,0,Northern Europe,Non-European,0,7.0,5
Denmark,Austria,0,Northern Europe,Western Europe,0,2.125,14
Denmark,Azerbaijan,0,Northern Europe,Central and Eastern Europe,0,1.4318181818181819,11
Denmark,Belarus,0,Northern Europe,Central and Eastern Europe,0,0.3076923076923077,13
Denmark,Belgium,0,Northern Europe,Western Europe,0,3.4642857142857144,14
Denmark,Bulgaria,0,Northern Europe,Central and Eastern Europe,0,1.8333333333333333,9
Denmark,Croatia,0,Northern Europe,Central and Eastern Europe,0,0.42857142857142855,14
Denmark,Cyprus,0,Northern Europe,Southern Europe,0,1.1470588235294117,17
Denmark,Czech Republic,0,Northern Europe,Central and Eastern Europe,0,0.6,5
Denmark,Estonia,0,Northern Europe,Northern Europe,1,3.09375,16
Denmark,Finland,0,Northern Europe,Northern Europe,1,3.4285714285714284,14
Denmark,France,0,Northern Europe,Western Europe,0,1.4210526315789473,19
Denmark,Georgia,0,Northern Europe,Central and Eastern Europe,0,0.3125,8
Denmark,Germany,1,Northern Europe,Western Europe,0,3.6315789473684212,19
Denmark,Greece,0,Northern Europe,Southern Europe,0,1.4375,16
Denmark,Hungary,0,Northern Europe,Central and Eastern Europe,0,1.9166666666666667,12
Denmark,Iceland,0,Northern Europe,Northern Europe,1,7.035714285714286,14
Denmark,Ireland,0,Northern Europe,Western Europe,0,3.4,15
Denmark,Israel,0,Northern Europe,Non-European,0,0.9705882352941176,17
Denmark,Italy,0,Northern Europe,Southern Europe,0,1.1111111111111112,9
Denmark,Latvia,0,Northern Europe,Northern Europe,1,2.796875,16
Denmark,Lithuania,0,Northern Europe,Northern Europe,1,1.2058823529411764,17
Denmark,Malta,0,Northern Europe,Southern Europe,0,3.453125,16
Denmark,Moldova,0,Northern Europe,Central and Eastern Europe,0,1.3846153846153846,13
Denmark,Monaco,0,Northern Europe,Western Europe,0,0.0,3
Denmark,Montenegro,0,Northern Europe,Central and Eastern Europe,0,0.8333333333333334,6
Denmark,Netherlands,0,Northern Europe,Western Europe,0,4.640625,16
Denmark,North Macedonia,0,Northern Europe,Central and Eastern Europe,0,0.5961538461538461,13
Denmark,Norway,1,Northern Europe,Northern Europe,1,6.5,17
Denmark,Poland,0,Northern Europe,Central and Eastern Europe,0,0.8958333333333334,12
Denmark,Portugal,0,Northern Europe,Southern Europe,0,1.3181818181818181,11
Denmark,Romania,0,Northern Europe,Central and Eastern Europe,0,1.8823529411764706,17
Denmark,Russia,0,Northern Europe,Central and Eastern Europe,0,2.625,18
Denmark,San Marino,0,Northern Europe,Southern Europe,0,0.0,5
Denmark,Serbia,0,Northern Europe,Central and Eastern Europe,0,1.4464285714285714,14
Denmark,Slovenia,0,Northern Europe,Central and Eastern Europe,0,0.6166666666666667,15
Denmark,Spain,0,Northern Europe,Southern Europe,0,0.2631578947368421,19
Denmark,Sweden,1,Northern Europe,Northern Europe,1,10.56578947368421,19
Denmark,Switzerland,0,Northern Europe,Western Europe,0,1.3214285714285714,14
Denmark,Türkiye,0,Northern Europe,Southern Europe,0,5.454545454545454,11
Denmark,Ukraine,0,Northern Europe,Central and Eastern Europe,0,2.4464285714285716,14
Denmark,United Kingdom,0,Northern Europe,Western Europe,0,1.368421052631579,19
Estonia,Albania,0,Northern Europe,Central and Eastern Europe,0,0.10416666666666667,12
Estonia,Andorra,0,Northern Europe,Western Europe,0,1.6,5
Estonia,Armenia,0,Northern Europe,Central and Eastern Europe,0,0.6136363636363636,11
Estonia,Australia,0,Northern Europe,Non-European,0,3.5,5
Estonia,Austria,0,Northern Europe,Western Europe,0,2.1346153846153846,13
Estonia,Azerbaijan,0,Northern Europe,Central and Eastern Europe,0,2.3125,12
Estonia,Belarus,0,Northern Europe,Central and Eastern Europe,0,1.7692307692307692,13
Estonia,Belgium,0,Northern Europe,Western Europe,0,2.9705882352941178,17
Estonia,Bulgaria,0,Northern Europe,Central and Eastern Europe,0,1.78125,8
Estonia,Croatia,0,Northern Europe,Central and Eastern Europe,0,0.36666666666666664,15
Estonia,Cyprus,0,Northern Europe,Southern Europe,0,1.8970588235294117,17
Estonia,Czech Republic,0,Northern Europe,Central and Eastern Europe,0,3.375,4
Estonia,Denmark,0,Northern Europe,Northern Europe,1,4.680555555555555,18
Estonia,Finland,0,Northern Europe,Northern Europe,1,6.671875,16
Estonia,France,0,Northern Europe,Western Europe,0,1.375,20
Estonia,Georgia,0,Northern Europe,Central and Eastern Europe,0,3.5555555555555554,9
Estonia,Germany,0,Northern Europe,Western Europe,0,1.8,20
Estonia,Greece,0,Northern Europe,Southern Europe,0,0.9736842105263158,19
Estonia,Hungary,0,Northern Europe,Central and Eastern Europe,0,3.6458333333333335,12
Estonia,Iceland,0,Northern Europe,Northern Europe,1,3.014705882352941,17
Estonia,Ireland,0,Northern Europe,Western Europe,0,2.5833333333333335,15
Estonia,Israel,0,Northern Europe,Non-European,0,0.5735294117647058,17
Estonia,Italy,0,Northern Europe,Southern Europe,0,2.4444444444444446,9
Estonia,Latvia,1,Northern Europe,Northern Europe,1,7.366666666666666,15
Estonia,Lithuania,0,Northern Europe,Northern Europe,1,3.0714285714285716,14
Estonia,Malta,0,Northern Europe,Southern Europe,0,2.34375,16
Estonia,Moldova,0,Northern Europe,Central and Eastern Europe,0,0.75,14
Estonia,Monaco,0,Northern Europe,Western Europe,0,0.6666666666666666,3
Estonia,Montenegro,0,Northern Europe,Central and Eastern Europe,0,0.0,7
Estonia,Netherlands,0,Northern Europe,Western Europe,0,3.0555555555555554,18
Estonia,North Macedonia,0,Northern Europe,Central and Eastern Europe,0,0.15384615384615385,13
Estonia,Norway,0,Northern Europe,Northern Europe,1,4.75,17
Estonia,Poland,0,Northern Europe,Central and Eastern Europe,0,0.6428571428571429,14
Estonia,Portugal,0,Northern Europe,Southern Europe,0,1.1428571428571428,14
Estonia,Romania,0,Northern Europe,Central and Eastern Europe,0,0.875,16
Estonia,Russia,1,Northern Europe,Central and Eastern Europe,0,9.23611111111111,18
Estonia,San Marino,0,Northern Europe,Southern Europe,0,1.35,5
Estonia,Serbia,0,Northern Europe,Central and Eastern Europe,0,0.32142857142857145,14
Estonia,Slovakia,0,Northern Europe,Central and Eastern Europe,0,1.5,4
Estonia,Slovenia,0,Northern Europe,Central and Eastern Europe,0,0.75,16
Estonia,Spain,0,Northern Europe,Southern Europe,0,0.65,20
Estonia,Sweden,0,Northern Europe,Northern Europe,1,6.552631578947368,19
Estonia,Switzerland,0,Northern Europe,Western Europe,0,2.1363636363636362,11
Estonia,Türkiye,0,Northern Europe,Southern Europe,0,0.5833333333333334,12
Estonia,Ukraine,0,Northern Europe,Central and Eastern Europe,0,4.4,15
Estonia,United Kingdom,0,Northern Europe,Western Europe,0,1.175,20
Finland,Albania,0,Northern Europe,Central and Eastern Europe,0,0.9821428571428571,14
Finland,Andorra,0,Northern Europe,Western Europe,0,0.8333333333333334,6
Finland,Armenia,0,Northern Europe,Central and Eastern Europe,0,1.0416666666666667,12
Finland,Australia,0,Northern Europe,Non-European,0,5.4,5
Finland,Austria,0,Northern Europe,Western Europe,0,2.3541666666666665,12
Finland,Azerbaijan,0,Northern Europe,Central and Eastern Europe,0,1.0416666666666667,12
Finland,Belarus,0,Northern Europe,Central and Eastern Europe,0,0.75,12
Finland,Belgium,0,Northern Europe,Western Europe,0,2.1875,16
Finland,Bulgaria,0,Northern Europe,Central and Eastern Europe,0,2.125,8
Finland,Croatia,0,Northern Europe,Central and Eastern Europe,0,0.8541666666666666,12
Finland,Cyprus,0,Northern Europe,Southern Europe,0,1.75,13
Finland,Czech Republic,0,Northern Europe,Central and Eastern Europe,0,1.75,6
Finland,Denmark,0,Northern Europe,Northern Europe,1,3.235294117647059,17
Finland,Estonia,0,Northern Europe,Northern Europe,1,8.34375,16
Finland,France,0,Northern Europe,Western Europe,0,2.111111111111111,18
Finland,Georgia,0,Northern Europe,Central and Eastern Europe,0,1.0,10
Finland,Germany,0,Northern Europe,Western Europe,0,0.9166666666666666,18
Finland,Greece,0,Northern Europe,Southern Europe,0,1.7205882352941178,17
Finland,Hungary,0,Northern Europe,Central and Eastern Europe,0,5.045454545454546,11
Finland,Iceland,0,Northern Europe,Northern Europe,1,5.65625,16
Finland,Ireland,0,Northern Europe,Western Europe,0,2.375,12
Finland,Israel,0,Northern Europe,Non-European,0,3.514705882352941,17
Finland,Italy,0,Northern Europe,Southern Europe,0,2.5,9
Finland,Latvia,0,Northern Europe,Northern Europe,1,2.6153846153846154,13
Finland,Lithuania,0,Northern Europe,Northern Europe,1,1.0,13
Finland,Malta,0,Northern Europe,Southern Europe,0,1.7321428571428572,14
Finland,Moldova,0,Northern Europe,Central and Eastern Europe,0,0.8461538461538461,13
Finland,Monaco,0,Northern Europe,Western Europe,0,0.0,3
Finland,Montenegro,0,Northern Europe,Central and Eastern Europe,0,0.16666666666666666,9
Finland,Netherlands,0,Northern Europe,Western Europe,0,2.6923076923076925,13
Finland,North Macedonia,0,Northern Europe,Central and Eastern Europe,0,0.39285714285714285,14
Finland,Norway,1,Northern Europe,Northern Europe,1,4.875,16
Finland,Poland,0,Northern Europe,Central and Eastern Europe,0,0.9166666666666666,12
Finland,Portugal,0,Northern Europe,Southern Europe,0,1.5454545454545454,11
Finland,Romania,0,Northern Europe,Central and Eastern Europe,0,1.2,15
Finland,Russia,1,Northern Europe,Central and Eastern Europe,0,4.53125,16
Finland,San Marino,0,Northern Europe,Southern Europe,0,0.5,7
Finland,Serbia,0,Northern Europe,Central and Eastern Europe,0,2.8636363636363638,11
Finland,Slovenia,0,Northern Europe,Central and Eastern Europe,0,1.3541666666666667,12
Finland,Spain,0,Northern Europe,Southern Europe,0,0.4444444444444444,18
Finland,Sweden,1,Northern Europe,Northern Europe,1,8.455882352941176,17
Finland,Switzerland,0,Northern Europe,Western Europe,0,2.6923076923076925,13
Finland,Türkiye,0,Northern Europe,Southern Europe,0,2.5,11
Finland,Ukraine,0,Northern Europe,Central and Eastern Europe,0,1.9285714285714286,14
Finland,United Kingdom,0,Northern Europe,Western Europe,0,0.5,18
France,Albania,0,Western Europe,Central and Eastern Europe,0,0.8846153846153846,13
France,Andorra,1,Western Europe,Western Europe,1,0.0,3
France,Armenia,0,Western Europe,Central and Eastern Europe,0,8.375,10
France,Australia,0,Western Europe,Non-European,0,3.8,5
France,Austria,0,Western Europe,Western Europe,1,2.5625,12
France,Azerbaijan,0,Western Europe,Central and Eastern Europe,0,2.3863636363636362,11
France,Belarus,0,Western Europe,Central and Eastern Europe,0,0.3958333333333333,12
France,Belgium,1,Western Europe,Western Europe,1,4.4,15
France,Bulgaria,0,Western Europe,Central and Eastern Europe,0,3.7,10
France,Croatia,0,Western Europe,Central and Eastern Europe,0,0.8653846153846154,13
France,Cyprus,0,Western Europe,Southern Europe,0,0.8970588235294118,17
France,Czech Republic,0,Western Europe,Central and Eastern Europe,0,1.15,5
France,Denmark,0,Western Europe,Northern Europe,0,2.3676470588235294,17
France,Estonia,0,Western Europe,Northern Europe,0,2.1666666666666665,18
France,Finland,0,Western Europe,Northern Europe,0,0.7666666666666667,15
France,Georgia,0,Western Europe,Central and Eastern Europe,0,0.5,10
France,Germany,1,Western Europe,Western Europe,1,2.25,20
France,Greece,0,Western Europe,Southern Europe,0,2.138888888888889,18
France,Hungary,0,Western Europe,Central and Eastern Europe,0,1.7884615384615385,13
France,Iceland,0,Western Europe,Northern Europe,0,1.5625,16
France,Ireland,0,Western Europe,Western Europe,1,0.4642857142857143,14
France,Israel,0,Western Europe,Non-European,0,6.779411764705882,17
France,Italy,1,Western Europe,Southern Europe,0,6.166666666666667,9
France,Latvia,0,Western Europe,Northern Europe,0,1.4375,16
France,Lithuania,0,Western Europe,Northern Europe,0,0.35714285714285715,14
France,Malta,0,Western Europe,Southern Europe,0,1.3611111111111112,18
France,Moldova,0,Western Europe,Central and Eastern Europe,0,1.8076923076923077,13
France,Montenegro,0,Western Europe,Central and Eastern Europe,0,0.5833333333333334,6
France,Netherlands,0,Western Europe,Western Europe,1,1.9411764705882353,17
France,North Macedonia,0,Western Europe,Central and Eastern Europe,0,0.5357142857142857,14
France,Norway,0,Western Europe,Northern Europe,0,1.088235294117647,17
France,Poland,0,Western Europe,Central and Eastern Europe,0,3.1,15
France,Portugal,0,Western Europe,Southern Europe,0,8.384615384615385,13
France,Romania,0,Western Europe,Central and Eastern Europe,0,3.235294117647059,17
France,Russia,0,Western Europe,Central and Eastern Europe,0,2.3815789473684212,19
France,San Marino,0,Western Europe,Southern Europe,0,0.8333333333333334,6
France,Serbia,0,Western Europe,Central and Eastern Europe,0,5.769230769230769,13
France,Slovakia,0,Western Europe,Central and Eastern Europe,0,0.25,4
France,Slovenia,0,Western Europe,Central and Eastern Europe,0,0.9038461538461539,13
France,Spain,1,Western Europe,Southern Europe,0,3.85,20
France,Sweden,0,Western Europe,Northern Europe,0,3.25,19
France,Switzerland,1,Western Europe,Western Europe,1,2.3636363636363638,11
France,Türkiye,0,Western Europe,Southern Europe,0,10.666666666666666,12
France,Ukraine,0,Western Europe,Central and Eastern Europe,0,1.15,15
France,United Kingdom,0,Western Europe,Western Europe,1,0.45,20
Georgia,Albania,0,Central and Eastern Europe,Central and Eastern Europe,1,0.7272727272727273,11
Georgia,Armenia,1,Central and Eastern Europe,Central and Eastern Europe,1,10.166666666666666,9
Georgia,Australia,0,Central and Eastern Europe,Non-European,0,1.55,5
Georgia,Austria,0,Central and Eastern Europe,Western Europe,0,3.142857142857143,7
