from_country,to_country,neighboring,from_country_region,to_country_region,same_region,mean,count
Latvia,France,0,Northern Europe,Western Europe,0,1.3,20
Latvia,Georgia,0,Northern Europe,Central and Eastern Europe,0,2.8055555555555554,9
Latvia,Germany,0,Northern Europe,Western Europe,0,2.125,20
Latvia,Greece,0,Northern Europe,Southern Europe,0,0.7941176470588235,17
Latvia,Hungary,0,Northern Europe,Central and Eastern Europe,0,1.2708333333333333,12
Latvia,Iceland,0,Northern Europe,Northern Europe,1,2.8529411764705883,17
Latvia,Ireland,0,Northern Europe,Western Europe,0,2.25,16
Latvia,Israel,0,Northern Europe,Non-European,0,0.631578947368421,19
Latvia,Italy,0,Northern Europe,Southern Europe,0,3.0,9
Latvia,Lithuania,1,Northern Europe,Northern Europe,1,7.766666666666667,15
Latvia,Malta,0,Northern Europe,Southern Europe,0,2.2916666666666665,18
Latvia,Moldova,0,Northern Europe,Central and Eastern Europe,0,1.9583333333333333,12
Latvia,Monaco,0,Northern Europe,Western Europe,0,0.0,3
Latvia,Montenegro,0,Northern Europe,Central and Eastern Europe,0,0.16666666666666666,6
Latvia,Netherlands,0,Northern Europe,Western Europe,0,1.7333333333333334,15
Latvia,North Macedonia,0,Northern Europe,Central and Eastern Europe,0,0.25,13
Latvia,Norway,0,Northern Europe,Northern Europe,1,4.069444444444445,18
Latvia,Poland,0,Northern Europe,Central and Eastern Europe,0,1.6607142857142858,14
Latvia,Portugal,0,Northern Europe,Southern Europe,0,1.7307692307692308,13
Latvia,Romania,0,Northern Europe,Central and Eastern Europe,0,0.7777777777777778,18
Latvia,Russia,1,Northern Europe,Central and Eastern Europe,0,8.697368421052632,19
Latvia,San Marino,0,Northern Europe,Southern Europe,0,0.5833333333333334,6
Latvia,Serbia,0,Northern Europe,Central and Eastern Europe,0,0.8958333333333334,12
Latvia,Slovakia,0,Northern Europe,Central and Eastern Europe,0,0.0,3
Latvia,Slovenia,0,Northern Europe,Central and Eastern Europe,0,1.15,15
Latvia,Spain,0,Northern Europe,Southern Europe,0,0.65,20
Latvia,Sweden,0,Northern Europe,Northern Europe,1,4.934210526315789,19
Latvia,Switzerland,0,Northern Europe,Western Europe,0,1.75,14
Latvia,Türkiye,0,Northern Europe,Southern Europe,0,0.16666666666666666,12
Latvia,Ukraine,0,Northern Europe,Central and Eastern Europe,0,5.866666666666666,15
Latvia,United Kingdom,0,Northern Europe,Western Europe,0,1.35,20
Lithuania,Albania,0,Northern Europe,Central and Eastern Europe,0,0.019230769230769232,13
Lithuania,Andorra,0,Northern Europe,Western Europe,0,0.5,4
Lithuania,Armenia,0,Northern Europe,Central and Eastern Europe,0,0.38461538461538464,13
Lithuania,Australia,0,Northern Europe,Non-European,0,2.7,5
Lithuania,Austria,0,Northern Europe,Western Europe,0,2.2916666666666665,12
Lithuania,Azerbaijan,0,Northern Europe,Central and Eastern Europe,0,5.166666666666667,12
Lithuania,Belarus,1,Northern Europe,Central and Eastern Europe,0,3.730769230769231,13
Lithuania,Belgium,0,Northern Europe,Western Europe,0,3.409090909090909,11
Lithuania,Bulgaria,0,Northern Europe,Central and Eastern Europe,0,1.5,9
Lithuania,Croatia,0,Northern Europe,Central and Eastern Europe,0,0.65625,16
Lithuania,Cyprus,0,Northern Europe,Southern Europe,0,1.1,15
Lithuania,Czech Republic,0,Northern Europe,Central and Eastern Europe,0,1.4166666666666667,6
Lithuania,Denmark,0,Northern Europe,Northern Europe,1,2.1911764705882355,17
Lithuania,Estonia,0,Northern Europe,Northern Europe,1,6.678571428571429,14
Lithuania,Finland,0,Northern Europe,Northern Europe,1,2.25,11
Lithuania,France,0,Northern Europe,Western Europe,0,2.138888888888889,18
Lithuania,Georgia,0,Northern Europe,Central and Eastern Europe,0,9.166666666666666,9
Lithuania,Germany,0,Northern Europe,Western Europe,0,1.3333333333333333,18
Lithuania,Greece,0,Northern Europe,Southern Europe,0,1.3529411764705883,17
Lithuania,Hungary,0,Northern Europe,Central and Eastern Europe,0,1.2291666666666667,12
Lithuania,Iceland,0,Northern Europe,Northern Europe,1,2.1333333333333333,15
Lithuania,Ireland,0,Northern Europe,Western Europe,0,1.96875,16
Lithuania,Israel,0,Northern Europe,Non-European,0,1.2666666666666666,15
Lithuania,Italy,0,Northern Europe,Southern Europe,0,3.7222222222222223,9
Lithuania,Latvia,1,Northern Europe,Northern Europe,1,9.727272727272727,11
Lithuania,Malta,0,Northern Europe,Southern Europe,0,1.375,16
Lithuania,Moldova,0,Northern Europe,Central and Eastern Europe,0,2.0454545454545454,11
Lithuania,Monaco,0,Northern Europe,Western Europe,0,0.0,3
Lithuania,Montenegro,0,Northern Europe,Central and Eastern Europe,0,0.0,4
Lithuania,Netherlands,0,Northern Europe,Western Europe,0,2.607142857142857,14
Lithuania,North Macedonia,0,Northern Europe,Central and Eastern Europe,0,0.08333333333333333,12
Lithuania,Norway,0,Northern Europe,Northern Europe,1,3.5294117647058822,17
Lithuania,Poland,1,Northern Europe,Central and Eastern Europe,0,2.7708333333333335,12
Lithuania,Portugal,0,Northern Europe,Southern Europe,0,1.4230769230769231,13
Lithuania,Romania,0,Northern Europe,Central and Eastern Europe,0,0.5666666666666667,15
Lithuania,Russia,1,Northern Europe,Central and Eastern Europe,0,7.046875,16
Lithuania,San Marino,0,Northern Europe,Southern Europe,0,0.0,5
Lithuania,Serbia,0,Northern Europe,Central and Eastern Europe,0,0.6785714285714286,14
Lithuania,Slovenia,0,Northern Europe,Central and Eastern Europe,0,0.875,16
Lithuania,Spain,0,Northern Europe,Southern Europe,0,0.6666666666666666,18
Lithuania,Sweden,0,Northern Europe,Northern Europe,1,4.527777777777778,18
Lithuania,Switzerland,0,Northern Europe,Western Europe,0,1.8035714285714286,14
Lithuania,Türkiye,0,Northern Europe,Southern Europe,0,0.8636363636363636,11
Lithuania,Ukraine,0,Northern Europe,Central and Eastern Europe,0,5.321428571428571,14
Lithuania,United Kingdom,0,Northern Europe,Western Europe,0,0.9444444444444444,18
Malta,Albania,0,Southern Europe,Central and Eastern Europe,0,1.1153846153846154,13
Malta,Andorra,0,Southern Europe,Western Europe,0,0.6,5
Malta,Armenia,0,Southern Europe,Central and Eastern Europe,0,2.2291666666666665,12
Malta,Australia,0,Southern Europe,Non-European,0,4.3,5
Malta,Austria,0,Southern Europe,Western Europe,0,1.3269230769230769,13
Malta,Azerbaijan,0,Southern Europe,Central and Eastern Europe,0,6.0227272727272725,11
Malta,Belarus,0,Southern Europe,Central and Eastern Europe,0,2.6041666666666665,12
Malta,Belgium,0,Southern Europe,Western Europe,0,1.6538461538461537,13
Malta,Bulgaria,0,Southern Europe,Central and Eastern Europe,0,3.3,10
Malta,Croatia,0,Southern Europe,Central and Eastern Europe,0,1.9166666666666667,15
Malta,Cyprus,0,Southern Europe,Southern Europe,1,3.783333333333333,15
Malta,Czech Republic,0,Southern Europe,Central and Eastern Europe,0,1.0357142857142858,7
Malta,Denmark,0,Southern Europe,Northern Europe,0,3.6323529411764706,17
Malta,Estonia,0,Southern Europe,Northern Europe,0,1.5277777777777777,18
Malta,Finland,0,Southern Europe,Northern Europe,0,1.3214285714285714,14
Malta,France,0,Southern Europe,Western Europe,0,0.65,20
Malta,Georgia,0,Southern Europe,Central and Eastern Europe,0,1.65,10
Malta,Germany,0,Southern Europe,Western Europe,0,1.0,20
Malta,Greece,0,Southern Europe,Southern Europe,1,3.5555555555555554,18
Malta,Hungary,0,Southern Europe,Central and Eastern Europe,0,0.9090909090909091,11
Malta,Iceland,0,Southern Europe,Northern Europe,0,2.3823529411764706,17
Malta,Ireland,0,Southern Europe,Western Europe,0,2.59375,16
Malta,Israel,0,Southern Europe,Non-European,0,2.1527777777777777,18
Malta,Italy,0,Southern Europe,Southern Europe,1,10.944444444444445,9
Malta,Latvia,0,Southern Europe,Northern Europe,0,2.6,15
Malta,Lithuania,0,Southern Europe,Northern Europe,0,1.1176470588235294,17
Malta,Moldova,0,Southern Europe,Central and Eastern Europe,0,0.9583333333333334,12
Malta,Monaco,0,Southern Europe,Western Europe,0,0.0,3
Malta,Montenegro,0,Southern Europe,Central and Eastern Europe,0,2.0,6
Malta,Netherlands,0,Southern Europe,Western Europe,0,3.4464285714285716,14
Malta,North Macedonia,0,Southern Europe,Central and Eastern Europe,0,1.6071428571428572,14
Malta,Norway,0,Southern Europe,Northern Europe,0,3.0972222222222223,18
Malta,Poland,0,Southern Europe,Central and Eastern Europe,0,1.2142857142857142,14
Malta,Portugal,0,Southern Europe,Southern Europe,1,0.9285714285714286,14
Malta,Romania,0,Southern Europe,Central and Eastern Europe,0,3.3333333333333335,18
Malta,Russia,0,Southern Europe,Central and Eastern Europe,0,4.0131578947368425,19
Malta,San Marino,0,Southern Europe,Southern Europe,1,3.1875,8
Malta,Serbia,0,Southern Europe,Central and Eastern Europe,0,1.5208333333333333,12
Malta,Slovenia,0,Southern Europe,Central and Eastern Europe,0,1.1153846153846154,13
Malta,Spain,0,Southern Europe,Southern Europe,1,0.3,20
Malta,Sweden,0,Southern Europe,Northern Europe,0,5.157894736842105,19
Malta,Switzerland,0,Southern Europe,Western Europe,0,3.607142857142857,14
Malta,Türkiye,0,Southern Europe,Southern Europe,1,2.1923076923076925,13
Malta,Ukraine,0,Southern Europe,Central and Eastern Europe,0,3.6,15
Malta,United Kingdom,0,Southern Europe,Western Europe,0,4.1,20
Moldova,Albania,0,Central and Eastern Europe,Central and Eastern Europe,1,0.9583333333333334,12
Moldova,Andorra,0,Central and Eastern Europe,Western Europe,0,1.0,4
Moldova,Armenia,0,Central and Eastern Europe,Central and Eastern Europe,1,3.272727272727273,11
Moldova,Australia,0,Central and Eastern Europe,Non-European,0,4.9,5
Moldova,Austria,0,Central and Eastern Europe,Western Europe,0,1.3863636363636365,11
Moldova,Azerbaijan,0,Central and Eastern Europe,Central and Eastern Europe,1,7.931818181818182,11
Moldova,Belarus,0,Central and Eastern Europe,Central and Eastern Europe,1,5.55,10
Moldova,Belgium,0,Central and Eastern Europe,Western Europe,0,2.25,12
Moldova,Bulgaria,0,Central and Eastern Europe,Central and Eastern Europe,1,4.5,7
Moldova,Croatia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.8333333333333334,9
Moldova,Cyprus,0,Central and Eastern Europe,Southern Europe,0,0.9230769230769231,13
Moldova,Czech Republic,0,Central and Eastern Europe,Central and Eastern Europe,1,2.15,5
Moldova,Denmark,0,Central and Eastern Europe,Northern Europe,0,0.8928571428571429,14
Moldova,Estonia,0,Central and Eastern Europe,Northern Europe,0,2.107142857142857,14
Moldova,Finland,0,Central and Eastern Europe,Northern Europe,0,0.7857142857142857,14
Moldova,France,0,Central and Eastern Europe,Western Europe,0,0.5,15
Moldova,Georgia,0,Central and Eastern Europe,Central and Eastern Europe,1,4.0,9
Moldova,Germany,0,Central and Eastern Europe,Western Europe,0,0.4,15
Moldova,Greece,0,Central and Eastern Europe,Southern Europe,0,2.607142857142857,14
Moldova,Hungary,0,Central and Eastern Europe,Central and Eastern Europe,1,0.9545454545454546,11
Moldova,Iceland,0,Central and Eastern Europe,Northern Europe,0,1.8076923076923077,13
Moldova,Ireland,0,Central and Eastern Europe,Western Europe,0,0.5,11
Moldova,Israel,0,Central and Eastern Europe,Non-European,0,1.8461538461538463,13
Moldova,Italy,0,Central and Eastern Europe,Southern Europe,0,2.2777777777777777,9
Moldova,Latvia,0,Central and Eastern Europe,Northern Europe,0,1.2857142857142858,14
Moldova,Lithuania,0,Central and Eastern Europe,Northern Europe,0,1.2727272727272727,11
Moldova,Malta,0,Central and Eastern Europe,Southern Europe,0,0.6590909090909091,11
Moldova,Montenegro,0,Central and Eastern Europe,Central and Eastern Europe,1,1.3888888888888888,9
Moldova,Netherlands,0,Central and Eastern Europe,Western Europe,0,0.6346153846153846,13
Moldova,North Macedonia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.4375,8
Moldova,Norway,0,Central and Eastern Europe,Northern Europe,0,2.6153846153846154,13
Moldova,Poland,0,Central and Eastern Europe,Central and Eastern Europe,1,0.9090909090909091,11
Moldova,Portugal,0,Central and Eastern Europe,Southern Europe,0,2.25,9
Moldova,Romania,1,Central and Eastern Europe,Central and Eastern Europe,1,11.821428571428571,14
Moldova,Russia,0,Central and Eastern Europe,Central and Eastern Europe,1,8.857142857142858,14
Moldova,San Marino,0,Central and Eastern Europe,Southern Europe,0,2.3333333333333335,6
Moldova,Serbia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.2083333333333333,12
Moldova,Slovakia,0,Central and Eastern Europe,Central and Eastern Europe,1,2.3333333333333335,3
Moldova,Slovenia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.5833333333333334,12
Moldova,Spain,0,Central and Eastern Europe,Southern Europe,0,0.6,15
Moldova,Sweden,0,Central and Eastern Europe,Northern Europe,0,3.607142857142857,14
Moldova,Switzerland,0,Central and Eastern Europe,Western Europe,0,1.5,7
Moldova,Türkiye,0,Central and Eastern Europe,Southern Europe,0,0.9285714285714286,7
Moldova,Ukraine,1,Central and Eastern Europe,Central and Eastern Europe,1,7.884615384615385,13
Moldova,United Kingdom,0,Central and Eastern Europe,Western Europe,0,0.3333333333333333,15
Monaco,Albania,0,Western Europe,Central and Eastern Europe,0,0.5,3
Monaco,Andorra,0,Western Europe,Western Europe,1,0.0,3
Monaco,Belarus,0,Western Europe,Central and Eastern Europe,0,0.3333333333333333,3
Monaco,Belgium,0,Western Europe,Western Europe,1,2.0,3
Monaco,Croatia,0,Western Europe,Central and Eastern Europe,0,3.3333333333333335,3
Monaco,Cyprus,0,Western Europe,Southern Europe,0,6.333333333333333,3
Monaco,Denmark,0,Western Europe,Northern Europe,0,8.0,3
Monaco,Estonia,0,Western Europe,Northern Europe,0,1.6666666666666667,3
Monaco,Finland,0,Western Europe,Northern Europe,0,4.0,3
Monaco,France,1,Western Europe,Western Europe,1,5.0,3
Monaco,Germany,0,Western Europe,Western Europe,1,3.0,3
Monaco,Greece,0,Western Europe,Southern Europe,0,2.6666666666666665,3
Monaco,Iceland,0,Western Europe,Northern Europe,0,2.0,3
Monaco,Ireland,0,Western Europe,Western Europe,1,3.1666666666666665,3
Monaco,Israel,0,Western Europe,Non-European,0,4.0,3
Monaco,Latvia,0,Western Europe,Northern Europe,0,3.3333333333333335,3
Monaco,Lithuania,0,Western Europe,Northern Europe,0,1.8333333333333333,3
Monaco,Malta,0,Western Europe,Southern Europe,0,1.6666666666666667,3
Monaco,Netherlands,0,Western Europe,Western Europe,1,4.0,3
Monaco,North Macedonia,0,Western Europe,Central and Eastern Europe,0,0.6666666666666666,3
Monaco,Norway,0,Western Europe,Northern Europe,0,0.3333333333333333,3
Monaco,Poland,0,Western Europe,Central and Eastern Europe,0,0.0,3
Monaco,Portugal,0,Western Europe,Southern Europe,0,0.3333333333333333,3
Monaco,Romania,0,Western Europe,Central and Eastern Europe,0,1.8333333333333333,3
Monaco,Russia,0,Western Europe,Central and Eastern Europe,0,0.0,3
Monaco,Slovenia,0,Western Europe,Central and Eastern Europe,0,2.3333333333333335,3
Monaco,Spain,0,Western Europe,Southern Europe,0,1.0,3
Monaco,Sweden,0,Western Europe,Northern Europe,0,3.1666666666666665,3
Monaco,Switzerland,0,Western Europe,Western Europe,1,3.6666666666666665,3
Monaco,Türkiye,0,Western Europe,Southern Europe,0,2.6666666666666665,3
Monaco,Ukraine,0,Western Europe,Central and Eastern Europe,0,2.5,3
Monaco,United Kingdom,0,Western Europe,Western Europe,1,0.0,3
Montenegro,Albania,1,Central and Eastern Europe,Central and Eastern Europe,1,9.61111111111111,9
Montenegro,Andorra,0,Central and Eastern Europe,Western Europe,0,0.0,3
Montenegro,Armenia,0,Central and Eastern Europe,Central and Eastern Europe,1,3.34375,8
Montenegro,Australia,0,Central and Eastern Europe,Non-European,0,1.55,5
Montenegro,Austria,0,Central and Eastern Europe,Western Europe,0,0.3125,8
Montenegro,Azerbaijan,0,Central and Eastern Europe,Central and Eastern Europe,1,5.138888888888889,9
Montenegro,Belarus,0,Central and Eastern Europe,Central and Eastern Europe,1,2.0416666666666665,6
Montenegro,Belgium,0,Central and Eastern Europe,Western Europe,0,0.7,10
Montenegro,Bulgaria,0,Central and Eastern Europe,Central and Eastern Europe,1,2.9,5
Montenegro,Croatia,1,Central and Eastern Europe,Central and Eastern Europe,1,5.958333333333333,6
Montenegro,Cyprus,0,Central and Eastern Europe,Southern Europe,0,1.625,8
Montenegro,Czech Republic,0,Central and Eastern Europe,Central and Eastern Europe,1,0.7142857142857143,7
Montenegro,Denmark,0,Central and Eastern Europe,Northern Europe,0,1.5555555555555556,9
Montenegro,Estonia,0,Central and Eastern Europe,Northern Europe,0,0.4,10
Montenegro,Finland,0,Central and Eastern Europe,Northern Europe,0,0.25,10
Montenegro,France,0,Central and Eastern Europe,Western Europe,0,0.5909090909090909,11
Montenegro,Georgia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.375,8
Montenegro,Germany,0,Central and Eastern Europe,Western Europe,0,0.0,11
Montenegro,Greece,0,Central and Eastern Europe,Southern Europe,0,3.425,10
Montenegro,Hungary,0,Central and Eastern Europe,Central and Eastern Europe,1,1.9722222222222223,9
Montenegro,Iceland,0,Central and Eastern Europe,Northern Europe,0,1.15,10
Montenegro,Ireland,0,Central and Eastern Europe,Western Europe,0,0.5833333333333334,6
Montenegro,Israel,0,Central and Eastern Europe,Non-European,0,1.4444444444444444,9
Montenegro,Italy,0,Central and Eastern Europe,Southern Europe,0,5.0625,8
Montenegro,Latvia,0,Central and Eastern Europe,Northern Europe,0,0.625,8
Montenegro,Lithuania,0,Central and Eastern Europe,Northern Europe,0,0.2857142857142857,7
Montenegro,Malta,0,Central and Eastern Europe,Southern Europe,0,2.8333333333333335,9
Montenegro,Moldova,0,Central and Eastern Europe,Central and Eastern Europe,1,2.4722222222222223,9
Montenegro,Netherlands,0,Central and Eastern Europe,Western Europe,0,0.59375,8
Montenegro,North Macedonia,0,Central and Eastern Europe,Central and Eastern Europe,1,9.625,4
Montenegro,Norway,0,Central and Eastern Europe,Northern Europe,0,2.75,10
Montenegro,Poland,0,Central and Eastern Europe,Central and Eastern Europe,1,0.6875,8
Montenegro,Portugal,0,Central and Eastern Europe,Southern Europe,0,1.46875,8
Montenegro,Romania,0,Central and Eastern Europe,Central and Eastern Europe,1,1.8333333333333333,9
Montenegro,Russia,0,Central and Eastern Europe,Central and Eastern Europe,1,6.1,10
Montenegro,San Marino,0,Central and Eastern Europe,Southern Europe,0,2.5714285714285716,7
Montenegro,Serbia,1,Central and Eastern Europe,Central and Eastern Europe,1,11.46875,8
Montenegro,Slovenia,0,Central and Eastern Europe,Central and Eastern Europe,1,6.34375,8
Montenegro,Spain,0,Central and Eastern Europe,Southern Europe,0,0.5454545454545454,11
Montenegro,Sweden,0,Central and Eastern Europe,Northern Europe,0,2.1818181818181817,11
Montenegro,Switzerland,0,Central and Eastern Europe,Western Europe,0,0.8333333333333334,6
Montenegro,Türkiye,0,Central and Eastern Europe,Southern Europe,0,1.875,4
Montenegro,Ukraine,0,Central and Eastern Europe,Central and Eastern Europe,1,3.2777777777777777,9
Montenegro,United Kingdom,0,Central and Eastern Europe,Western Europe,0,0.09090909090909091,11
Netherlands,Albania,0,Western Europe,Central and Eastern Europe,0,0.375,12
Netherlands,Andorra,0,Western Europe,Western Europe,1,1.4,5
Netherlands,Armenia,0,Western Europe,Central and Eastern Europe,0,6.840909090909091,11
Netherlands,Australia,0,Western Europe,Non-European,0,4.5,5
Netherlands,Austria,0,Western Europe,Western Europe,1,3.0961538461538463,13
Netherlands,Azerbaijan,0,Western Europe,Central and Eastern Europe,0,2.590909090909091,11
Netherlands,Belarus,0,Western Europe,Central and Eastern Europe,0,0.22916666666666666,12
Netherlands,Belgium,1,Western Europe,Western Europe,1,6.928571428571429,14
Netherlands,Bulgaria,0,Western Europe,Central and Eastern Europe,0,1.4444444444444444,9
Netherlands,Croatia,0,Western Europe,Central and Eastern Europe,0,1.1333333333333333,15
Netherlands,Cyprus,0,Western Europe,Southern Europe,0,1.203125,16
Netherlands,Czech Republic,0,Western Europe,Central and Eastern Europe,0,1.625,4
Netherlands,Denmark,0,Western Europe,Northern Europe,0,4.794117647058823,17
Netherlands,Estonia,0,Western Europe,Northern Europe,0,2.1666666666666665,18
Netherlands,Finland,0,Western Europe,Northern Europe,0,1.1923076923076923,13
Netherlands,France,0,Western Europe,Western Europe,1,1.0789473684210527,19
Netherlands,Georgia,0,Western Europe,Central and Eastern Europe,0,0.7222222222222222,9
Netherlands,Germany,1,Western Europe,Western Europe,1,2.6315789473684212,19
Netherlands,Greece,0,Western Europe,Southern Europe,0,3.2058823529411766,17
Netherlands,Hungary,0,Western Europe,Central and Eastern Europe,0,2.8863636363636362,11
Netherlands,Iceland,0,Western Europe,Northern Europe,0,1.4375,16
Netherlands,Ireland,0,Western Europe,Western Europe,1,1.75,16
Netherlands,Israel,0,Western Europe,Non-European,0,3.25,16
Netherlands,Italy,0,Western Europe,Southern Europe,0,2.5,9
Netherlands,Latvia,0,Western Europe,Northern Europe,0,0.9666666666666667,15
Netherlands,Lithuania,0,Western Europe,Northern Europe,0,1.1666666666666667,15
Netherlands,Malta,0,Western Europe,Southern Europe,0,2.033333333333333,15
Netherlands,Moldova,0,Western Europe,Central and Eastern Europe,0,0.8666666666666667,15
Netherlands,Monaco,0,Western Europe,Western Europe,1,0.0,3
Netherlands,Montenegro,0,Western Europe,Central and Eastern Europe,0,0.42857142857142855,7
Netherlands,North Macedonia,0,Western Europe,Central and Eastern Europe,0,0.55,10
Netherlands,Norway,0,Western Europe,Northern Europe,0,4.102941176470588,17
Netherlands,Poland,0,Western Europe,Central and Eastern Europe,0,1.8076923076923077,13
Netherlands,Portugal,0,Western Europe,Southern Europe,0,2.3076923076923075,13
Netherlands,Romania,0,Western Europe,Central and Eastern Europe,0,1.25,17
Netherlands,Russia,0,Western Europe,Central and Eastern Europe,0,1.625,18
Netherlands,San Marino,0,Western Europe,Southern Europe,0,0.3333333333333333,6
Netherlands,Serbia,0,Western Europe,Central and Eastern Europe,0,4.589285714285714,14
Netherlands,Slovakia,0,Western Europe,Central and Eastern Europe,0,0.0,3
Netherlands,Slovenia,0,Western Europe,Central and Eastern Europe,0,0.9375,16
Netherlands,Spain,0,Western Europe,Southern Europe,0,1.236842105263158,19
Netherlands,Sweden,0,Western Europe,Northern Europe,0,4.578947368421052,19
Netherlands,Switzerland,0,Western Europe,Western Europe,1,1.9,10
Netherlands,Türkiye,0,Western Europe,Southern Europe,0,10.0,11
Netherlands,Ukraine,0,Western Europe,Central and Eastern Europe,0,1.9333333333333333,15
Netherlands,United Kingdom,0,Western Europe,Western Europe,1,0.39473684210526316,19
North Macedonia,Albania,1,Central and Eastern Europe,Central and Eastern Europe,1,11.0,13
North Macedonia,Andorra,0,Central and Eastern Europe,Western Europe,0,0.2,5
North Macedonia,Armenia,0,Central and Eastern Europe,Central and Eastern Europe,1,2.25,12
North Macedonia,Australia,0,Central and Eastern Europe,Non-European,0,2.75,5
North Macedonia,Austria,0,Central and Eastern Europe,Western Europe,0,0.5208333333333334,12
North Macedonia,Azerbaijan,0,Central and Eastern Europe,Central and Eastern Europe,1,2.5833333333333335,12
North Macedonia,Belarus,0,Central and Eastern Europe,Central and Eastern Europe,1,2.1875,16
North Macedonia,Belgium,0,Central and Eastern Europe,Western Europe,0,0.9642857142857143,14
North Macedonia,Bulgaria,1,Central and Eastern Europe,Central and Eastern Europe,1,6.613636363636363,11
North Macedonia,Croatia,0,Central and Eastern Europe,Central and Eastern Europe,1,7.038461538461538,13
North Macedonia,Cyprus,0,Central and Eastern Europe,Southern Europe,0,0.7666666666666667,15
North Macedonia,Czech Republic,0,Central and Eastern Europe,Central and Eastern Europe,1,1.7916666666666667,6
North Macedonia,Denmark,0,Central and Eastern Europe,Northern Europe,0,1.0555555555555556,18
North Macedonia,Estonia,0,Central and Eastern Europe,Northern Europe,0,1.0,15
North Macedonia,Finland,0,Central and Eastern Europe,Northern Europe,0,1.2321428571428572,14
North Macedonia,France,0,Central and Eastern Europe,Western Europe,0,0.4166666666666667,18
North Macedonia,Georgia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.0833333333333333,9
North Macedonia,Germany,0,Central and Eastern Europe,Western Europe,0,0.5277777777777778,18
North Macedonia,Greece,1,Central and Eastern Europe,Southern Europe,0,2.53125,16
North Macedonia,Hungary,0,Central and Eastern Europe,Central and Eastern Europe,1,1.6363636363636365,11
North Macedonia,Iceland,0,Central and Eastern Europe,Northern Europe,0,0.39285714285714285,14
North Macedonia,Ireland,0,Central and Eastern Europe,Western Europe,0,0.5535714285714286,14
North Macedonia,Israel,0,Central and Eastern Europe,Non-European,0,1.2794117647058822,17
North Macedonia,Italy,0,Central and Eastern Europe,Southern Europe,0,4.666666666666667,9
North Macedonia,Latvia,0,Central and Eastern Europe,Northern Europe,0,1.4230769230769231,13
North Macedonia,Lithuania,0,Central and Eastern Europe,Northern Europe,0,0.421875,16
North Macedonia,Malta,0,Central and Eastern Europe,Southern Europe,0,3.6,15
North Macedonia,Moldova,0,Central and Eastern Europe,Central and Eastern Europe,1,2.625,12
North Macedonia,Monaco,0,Central and Eastern Europe,Western Europe,0,0.0,3
North Macedonia,Montenegro,0,Central and Eastern Europe,Central and Eastern Europe,1,6.75,4
North Macedonia,Netherlands,0,Central and Eastern Europe,Western Europe,0,1.5357142857142858,14
North Macedonia,Norway,0,Central and Eastern Europe,Northern Europe,0,1.375,16
North Macedonia,Poland,0,Central and Eastern Europe,Central and Eastern Europe,1,0.675,10
North Macedonia,Portugal,0,Central and Eastern Europe,Southern Europe,0,0.95,10
North Macedonia,Romania,0,Central and Eastern Europe,Central and Eastern Europe,1,3.046875,16
North Macedonia,Russia,0,Central and Eastern Europe,Central and Eastern Europe,1,3.578125,16
North Macedonia,San Marino,0,Central and Eastern Europe,Southern Europe,0,2.25,4
North Macedonia,Serbia,1,Central and Eastern Europe,Central and Eastern Europe,1,9.979166666666666,12
North Macedonia,Slovakia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.0,3
North Macedonia,Slovenia,0,Central and Eastern Europe,Central and Eastern Europe,1,4.25,12
North Macedonia,Spain,0,Central and Eastern Europe,Southern Europe,0,0.2777777777777778,18
North Macedonia,Sweden,0,Central and Eastern Europe,Northern Europe,0,2.3676470588235294,17
North Macedonia,Switzerland,0,Central and Eastern Europe,Western Europe,0,0.6666666666666666,15
North Macedonia,Türkiye,0,Central and Eastern Europe,Southern Europe,0,8.05,10
North Macedonia,Ukraine,0,Central and Eastern Europe,Central and Eastern Europe,1,2.75,14
North Macedonia,United Kingdom,0,Central and Eastern Europe,Western Europe,0,0.9166666666666666,18
Norway,Albania,0,Northern Europe,Central and Eastern Europe,0,0.8214285714285714,14
Norway,Andorra,0,Northern Europe,Western Europe,0,0.4,5
Norway,Armenia,0,Northern Europe,Central and Eastern Europe,0,0.2916666666666667,12
Norway,Australia,0,Northern Europe,Non-European,0,6.4,5
Norway,Austria,0,Northern Europe,Western Europe,0,2.25,12
Norway,Azerbaijan,0,Northern Europe,Central and Eastern Europe,0,1.9090909090909092,11
Norway,Belarus,0,Northern Europe,Central and Eastern Europe,0,0.18181818181818182,11
Norway,Belgium,0,Northern Europe,Western Europe,0,2.0625,12
Norway,Bulgaria,0,Northern Europe,Central and Eastern Europe,0,2.9166666666666665,9
Norway,Croatia,0,Northern Europe,Central and Eastern Europe,0,0.25,15
Norway,Cyprus,0,Northern Europe,Southern Europe,0,0.7857142857142857,14
Norway,Czech Republic,0,Northern Europe,Central and Eastern Europe,0,1.6,5
Norway,Denmark,1,Northern Europe,Northern Europe,1,6.9411764705882355,17
Norway,Estonia,0,Northern Europe,Northern Europe,1,2.3125,16
